publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	package_name	package_id	vendor_name	vendor_id	resource_type	package_content_type
Jedes Alter z‰hlt : die Demografiestrategie der Bundesregierung ; Arbeitsgruppenergebnisse zum Strategiekongress am 16. M‰rz 2017									http://www.bmi.bund.de/SharedDocs/Downloads/DE/Broschueren/2017/arbeitsgruppenergebnisse-demografiegipfel-2017.pdf?__blob=publicationFile		88358655X		fulltext		Bundesministerium des Innern	monograph		2017		Stand: M‰rz 2017				P					Book	EBook
"Pflegekr‰ftemigration aus den neuen EU-Mitgliedstaaten nach Deutschland : Entwicklungslinien, Zukunftsperspektive und verantwortliche Faktoren"									http://www.beobachtungsstelle-gesellschaftspolitik.de/uploads/tx_aebgppublications/2016_AP_14_Pflegekraeftemigration_DE_.pdf		88358896X		fulltext		Institut f¸r Sozialarbeit und Sozialp‰dagogik	monograph		2016			"Rada, Alejandro"			P					Book	EBook
Potenziell vermeidbare Krankenhausaufenthalte f¸r Frauen und M‰nner mit Demenz									http://unipub.uni-graz.at/obvugrhs/content/titleinfo/1392013		883593823		fulltext			monograph		2016			"Doppler, Annemarie"			P					Book	EBook
"Iss was, Deutschland? : TK-Studie zur Ern‰hrung in Deutschland"									https://www.tk.de/centaurus/servlet/contentblob/934342/Datei/61407/TK-Ern%C3%A4hrungsstudie%202017%20Pdf%20barrierefrei.pdf		739260685		fulltext			monograph		2017						P					Book	EBook
Social security and public insurance									http://www.mea.mpisoc.mpg.de/uploads/user_mea_discussionpapers/1719_DP%2004-2016.pdf		883937212		fulltext		mea - Munich Center for the Economics of Aging	monograph		2016		This version: 31 August 2016	"Bˆrsch-Supan, Axel"			P					Book	EBook
The development of the pension gap and German households' saving behavior									http://www.mea.mpisoc.mpg.de/uploads/user_mea_discussionpapers/1705_DP_02_2016_v3.pdf		883947706		fulltext		mea - Munich Center for the Economics of Aging	monograph		2016		This version: October 2016	"Bˆrsch-Supan, Axel"			P					Book	EBook
15 Jahre Riester - eine Bilanz : [Expertise f¸r den Sachverst‰ndigenrat zur Begutachtung der gesamtwirtschaftlichen Entwicklung]									http://www.mea.mpisoc.mpg.de/uploads/user_mea_discussionpapers/1731_DP%2006-2016.pdf		883949792		fulltext		Sachverst‰ndigenrat zur Begutachtung der Gesamtwirtschaftlichen Entwicklung	monograph		2016			"Bˆrsch-Supan, Axel"			P					Book	EBook
"Grundsicherung wegen Alters: Zug‰nge und Rentenbezug : Bericht f¸r das Forschungsnetzwerk Alterssicherung der Deutschen Rentenversicherung Bund, Berlin"									http://www.fna-rv.de/SharedDocs/Downloads/DE/FNA/FNA-Journal/FNA-Journal%202016-01.pdf?__blob=publicationFile&v=5		88401777X		fulltext			monograph		2016		Juni 2016	"Kaltenborn, Bruno"			P					Book	EBook
Wer tr‰gt die Steuerlast? : Verteilungswirkungen des deutschen Steuer- und Transfersystems									http://hdl.handle.net/10419/148585		875259103		fulltext		Hans-Bˆckler-Stiftung	monograph		2016			"Bach, Stefan"			P					Book	EBook
Zukunft der gesetzlichen Rentenversicherung : Mˆglichkeiten und Grenzen ausgew‰hlter Reformvorschl‰ge		978-3-86593-253-2							http://hdl.handle.net/10419/149861		877709440		fulltext		Hans-Bˆckler-Stiftung	monograph		2017			"Ehrentraut, Oliver"			P					Book	EBook
Who cares about the day after tomorrow? : pension issues when households are myopic or time inconsistent									http://www.mea.mpisoc.mpg.de/uploads/user_mea_discussionpapers/1742_DP%2001-2017.pdf		884381625		fulltext		mea - Munich Center for the Economics of Aging	monograph		2017			"Bˆrsch-Supan, Axel"			P					Book	EBook
The Effect of Job Mobility on Retirement Timing by Education									http://crr.bc.edu/wp-content/uploads/2017/02/wp_2017-1-1.pdf		884388050		fulltext		Verlag	monograph		2017			"Sanzenbacher, Geoffrey T."			P					Book	EBook
Sozialkompass Europa : soziale Sicherheit im Vergleich ; Begleittexte zur Datenbank									http://www.bmas.de/SharedDocs/Downloads/DE/PDF-Publikationen/a801-sozial-kompass-europasoziale-409.pdf?__blob=publicationFile		884392805		fulltext		Bundesministerium f¸r Arbeit und Soziales	monograph		2016		"7. Aufl., Dezember 2016"	"Heimb¸chel, Bernd"			P					Book	EBook
Chancengleichheit f¸r M‰nner und Frauen in der Langzeitpflege : Ein Leitfaden f¸r den Umgang mit genderbezogenen Herausforderungen									https://www.curaviva.ch/Bildung/CURAVIVA-Berufsbildung/Mitteilungen/Chancengleichheit-fuer-Maenner-und-Frauen-in-der-Langzeitpflege/oJvZLSod/P7AyB/		884561321		fulltext		Curaviva	monograph		2016			"Bennett, Jonathan"			P					Book	EBook
Daseinsvorsorge und gleichwertige Lebensverh‰ltnisse neu denken : Perspektiven und Handlungsfelder									http://hdl.handle.net/10419/146551		867843810		fulltext		"Verlag der ARL, Akademie f¸r Raumforschung und Landesplanung"	monograph		2016			"Bojarra-Becker, Elke"			P					Book	EBook
Drogen- und Suchtbericht									https://www.bundesgesundheitsministerium.de/fileadmin/Dateien/5_Publikationen/Drogen_und_Sucht/Berichte/Drogen_und_Suchtbericht_2016_screen.pdf		884571394		fulltext			monograph		2016		Stand: April 2016				P					Book	EBook
2. Pflegereport Nordost : Demenzkranke und Pflegeleistungen - Regionale Entwicklung 2011 bis 2015$h									http://gewino.de/content/erkenntnisse/20170324-pflegereport-2017/gewino_pflegereport_2017.pdf		884587770		fulltext			monograph		2017		Stand: April 2017				P					Book	EBook
Was keine so gut kann wie die Oma : Groﬂeltern und Enkel									https://chrismon.evangelisch.de/artikel/2017/33217/grosseltern-und-enkel		884589994		fulltext			monograph		2017		Apr-17	"Gafga, Hedwig"			P					Book	EBook
"Die Groﬂst‰dte im Wachstumsmodus : stochastische Bevˆlkerungsprognosen f¸r Berlin, M¸nchen und Frankfurt am Main bis 2035"									http://hdl.handle.net/10419/157200		883709627		fulltext		Institut der deutschen Wirtschaft Kˆln	monograph		2016			"Deschermeier, Philipp"			P					Book	EBook
Der f¸nfte Armuts- und Reichtumsbericht der Bundesregierung : Bericht									https://nbn-resolving.org/urn:nbn:de:bund-bmas-90987448		884493008		fulltext		Bundesministerium f¸r Arbeit und Soziales	monograph		2017						P					Book	EBook
Szenarien f¸r eine nachhaltige Finanzierung der Gesetzlichen Rentenversicherung									http://www.mea.mpisoc.mpg.de/uploads/user_mea_discussionpapers/1715_DP%2003-2016%20Draft%20neu.pdf		88462028X		fulltext			monograph		2016			"Bˆrsch-Supan, Axel"			P					Book	EBook
Act for Age  Evaluation und Gestaltung von Tischgemeinschaften f¸r ‰ltere Menschen als nachhaltiges soziales Netzwerk									http://www.age-stiftung.ch/fileadmin/user_upload/Projekte/2013/013/2015_Studie_Tavolata.pdf		884626571		fulltext			monograph		2015			"Gartmann, Ladina"			P					Book	EBook
"80plus-Rahmenstrategie zur gesundheitlichen und pflegerischen Versorgung hochaltriger Menschen in Berlin : Ziele, Maﬂnahmen und Kooperationspartner"									http://www.gesundheitbb.de/fileadmin/user_upload/MAIN-dateien/GesBB/Materialien/Projektmaterial/Berlin/80plus_rahmenstrategie.pdf		88463423X		fulltext		Senatsverwaltung f¸r Gesundheit und Soziales	monograph		2016			"Hermann, Sabine"			P					Book	EBook
Kindererziehungszeiten in der Alterssicherung : ein Vergleich sechs europ‰ischer L‰nder									http://hdl.handle.net/10419/155680		880917237		fulltext		"Hans-Bˆckler-Stiftung, Wirtschafts- und Sozialwissenschaftliches Institut"	monograph		2017			"Blank, Florian"			P					Book	EBook
Arbeitsversicherung - Ausgangssituation und Reformbedarf		978-3-95861-765-0							http://library.fes.de/pdf-files/wiso/13242.pdf		882962213		fulltext		"Friedrich Ebert Stiftung, Abteilung Wirtschafts- und Sozialpolitik"	monograph		2017			"Hans, Jan Philipp"			P					Book	EBook
Zweiter Engagementbericht 2016 : demografischer Wandel und b¸rgerschaftliches Engagement: Der Beitrag des Engagements zur lokalen Entwicklung ; zentrale Ergebnisse									https://www.bmfsfj.de/blob/115588/53875422c913358b78f183996cb43eaf/zweiter-engagementbericht-2016---engagementmonitor-2016-data.pdf		88472364X		fulltext			monograph		2016		"Stand: November 2016, 1. Auflage"	"Klie, Thomas"			P					Book	EBook
Second engagement report 2016 : demographic change and civic engagement: civic engagement and its contribution to local development									https://www.bmfsfj.de/blob/115598/e737186a9375c1dde5c49b2e393f6fe5/zweiter-engagementbericht-2016---monitor-englisch-data.pdf		884733254		fulltext			monograph		2017		"As of: January 2017, 1st Edition"	"Klie, Thomas"			P					Book	EBook
"Zweiter Bericht ¸ber die Entwicklung des b¸rgerschaftlichen Engagements in der Bundesrepublik Deutschland : Schwerpunktthema: Demografischer Wandel und b¸rgerschaftliches Engagement: Der Beitrag des Engagements zur lokalen Entwicklung"""""									https://www.bmfsfj.de/blob/115658/d6da5ce2163c59600f48a7a5d360a3b2/zweiter-engagementbericht---bundestagsdrucksache-data.pdf		884737489		fulltext			monograph		2017		Stand: M‰rz 2017				P					Book	EBook
3rd gender equality atlas for Germany									https://www.bmfsfj.de/blob/114008/de3c25bc8c0f00a118920c08e326ccce/3--atlas-zur-gleichstellung-von-frauen-und-maennern-in-deutschland-englisch-data.pd		884742164		fulltext		"Bundesministerium f¸r Familie, Senioren, Frauen und Jugend"	monograph		2016		"As of: November 2016, 1st Edition"				P					Book	EBook
"Struktur des Pflegemarktes in Deutschland und Potentiale seiner Entwicklung"" : Kurzfassund der Studie im Auftrag des Bundesministeriums f¸r Wirtschaft und Energie$d[Autorinnen und Autoren: Doris B¸nemann; Anja Sonnenburg; Britta Stˆver; Dr. Marc Ingo Wolter; Melanie John; Frank Meyrahn"""									https://www.bmwi.de/Redaktion/DE/Publikationen/Studien/forschungsvorhaben-struktur-des-pflegemarktes-in-deutschland-und-potentiale-seiner-entwicklung.		884745783		fulltext		GWS	monograph		2016			"B¸nemann, Doris"			P					Book	EBook
Volunteering in Germany : key findings of the Forth German Survey on volunteering									https://www.bmfsfj.de/blob/115604/2606f2c77c632efddd61b274644c2f06/vierter-deutscher-freiwilligensurvey---englisch-data.pdf		88474759X		fulltext		bmfsfj	monograph		2017		"As of: February 2017, 1st Edition"	"Simonson, Julia"			P					Book	EBook
Long term growth perspectives in Japan and the euro area									http://hdl.handle.net/10419/157519		88475524X		fulltext		"DIW Berlin, German Institute for Economic Research"	monograph		2017			"Dreger, Christian"			P					Book	EBook
Gelingende Integration im Quartier									https://www.ils-forschung.de/files_publikationen/pdfs/ILS-TRENDS_3_16.pdf		884897664		fulltext			monograph		2016			"Hans, Nils"			P					Book	EBook
"Regionale Armut in Deutschland : Risikogruppen erkennen, Politik neu ausrichten"	978-3-602-14976-6	978-3-602-45594-2							http://hdl.handle.net/10419/157160		883081741		fulltext		Institut der deutschen Wirtschaft Kˆln Medien GmbH	monograph		2017			"Rˆhl, Klaus-Heiner"			P					Book	EBook
"Wer leistet unbezahlte Arbeit? : Hausarbeit, Kindererziehung und Pflege im Geschlechtervergleich : aktuelle Auswertungen aus dem WSI GenderDatenPortal"									https://www.boeckler.de/pdf/p_wsi_report_35_2017.pdf		885178742		fulltext		"WSI, Wirtschafts- und Sozialwissenschaftliches Institut"	monograph		2017			"Hobler, Dietmar"			P					Book	EBook
Gemeinsam zuhause? Birlikte evde? : Wohnalternativen f¸r pflegebed¸rftige t¸rkische Migrantinnen und Migranten									https://www.gkv-spitzenverband.de/media/dokumente/pflegeversicherung/forschung/projekte_wohnen_45f/projekttyp_c/2017_01_IAT-Endbericht_tuerkische_Migr		885197003		fulltext		IAT	monograph		2017		Ausgabebezeichnung	"Bˆl¸l, Ruliye"			P					Book	EBook
"Spotlight Gesundheit : Daten, Analysen, Perspektiven"	2364-4788	2364-5970							https://nbn-resolving.org/urn:nbn:de:hbz:6:2-1749037		826102905		fulltext		Bertelsmann-Stiftung	serial								P					Journal	EJournal
Schlussbericht M‰nner in der Langzeitpflege : Forschungsprojekt 225/13									https://www.curaviva.ch/files/IWT5G44/schlussbericht_maenner_sbfi.pdf		885230345		fulltext			monograph		2016			"Bennett, Jonathan"			P					Book	EBook
Pflegeinfrastruktur : Pflegekosten ¸bersteigen vielerorts die Finanzkraft der Senioren									https://www.bertelsmann-stiftung.de/fileadmin/files/BSt/Publikationen/GrauePublikationen/SpotGes_Pflegeinfrastruktur_dt_final_web.pdf		88523488X		fulltext		Bertelsmann Stiftung	monograph		2016						P					Book	EBook
Working for health and growth : investing in the health workforce									http://apps.who.int/iris/bitstream/10665/250047/1/9789241511308-eng.pdf?ua=1		885238516		fulltext		WHO	monograph		2016		Ausgabebezeichnung				P					Book	EBook
Bew‰ltigungsstrategien traumatisierter alter Menschen : Eine qualitative Studie									https://www.alterundtrauma.de/files/alter-und-trauma/Ergebnisse/Bewaeltigungsstrategien%20traumatisierter%20alter%20Menschen-Eine%20qualitative%20Stud		885249453		fulltext		ISI	monograph		2016			"Baer, Udo"			P					Book	EBook
Cultural and material resources of parents and grandparents and the educational outcome of grandchildren in Europe									http://www.mea.mpisoc.mpg.de/uploads/user_mea_discussionpapers/1697_01-2016.pdf		88525080X		fulltext		mea - Munich Center for the Economics of Aging	monograph		2016			"Deindl, Christian"			P					Book	EBook
"Verbundprojekt MOVEMENZ - Mobiles, selbstbestimmtes Leben von Menschen mit Demenz im Quartier : Schlussbericht"									https://edocs.tib.eu/files/e01fb16/874364620.pdf		874364620		fulltext		Institut f¸r Technikfolgenabsch‰tzung und Systemanalyse (ITAS) am Karlsruher Institut f¸r Technologie (KIT)	monograph		2016			"Decker, Michael"			P					Book	EBook
Kosten der schwarz-roten Rentenpolitik - eine Heuristik : was kosten die zus‰tzliche M¸tterrente und die abschlagfreie Rente mit 63? : reicht die Rente k¸nftig noch ¸ber das Grundsicherungsniveau?									http://hdl.handle.net/10419/156413		882819526		fulltext		Institut der Deutschen Wirtschaft Kˆln	monograph		2017			"Pimpertz, Jochen"			P					Book	EBook
Alternde Bevˆlkerung : Herausforderung f¸r die Gesetzliche Kranken- und f¸r die soziale Pflegeversicherung									http://hdl.handle.net/10419/157210		883713985		fulltext		Institut der deutschen Wirtschaft Kˆln	monograph		2017			"Kochsk‰mper, Susanna"			P					Book	EBook
Kunst und Demenz : ein Leitfaden f¸r Modellprojekte									https://doi.org/10.1696/KULTUR-UND-DEMENZ		885482883		fulltext		Institut f¸r strukturelle Infrastruktur Sachsen	monograph		2017			"Vogt, Matthias Theodor"			P					Book	EBook
Gemeinsam zu Hause? Birlikte evde? : Wohnalternativen f¸r pflegebed¸rftige t¸rkische Migrantinnen und Migranten : Endbericht									https://www.gkv-spitzenverband.de/media/dokumente/pflegeversicherung/forschung/projekte_wohnen_45f/projekttyp_c/2017_01_IAT-Endbericht_tuerkische_Migr		885544048		fulltext			monograph		2017			"Bˆl¸k, Rukiye"			P					Book	EBook
"ZQP-Bevˆlkerungsbefragung Herausforderung Pflege - B¸rgerperspektive im Wahljahr 2017"""""									https://www.zqp.de/portfolio/meinungsbild-herausforderung-pflege-buergerperspektive-im-wahljahr-2017/		885569083		fulltext			monograph		2017			"Eggert, Simon"			P					Book	EBook
Arbeitsbeziehungen der Care-Arbeit im Wandel		978-3-95861-614-1							http://library.fes.de/pdf-files/wiso/12940.pdf		885576799		fulltext		"Friedrich-Ebert-Stiftung, Abteilung Wirtschafts- und Sozialpolitik"	monograph		2016			"Evans, Michaela"			P					Book	EBook
Pflege und Pflegebed¸rftigkeit als gesamtgesellschaftliche Aufgabe - Wo tickt die Uhr? : eine grenz¸berschreitende Studie im Rahmen der Zusammenarbeit Deutschland  Schweiz im Gesundheitswesen : Schlussbericht									https://www.google.de/url?sa=t&rct=j&q=&esrc=s&source=web&cd=4&cad=rja&uact=8&ved=0ahUKEwjeg_zQ5tPTAhWDiSwKHbQND9wQFgg4MAM&url=http%3A%2F%2Fwww.uni-fr		885579011		fulltext			monograph		2016			"Simoes, Elisabeth"			P					Book	EBook
Do welfare dependent neighbors matter for individual welfare dependency?		978-3-86788-703-8							http://hdl.handle.net/10419/128631		848648161		fulltext		"Ruhr-Universit‰t Bochum (RUB), Department of Economics"	monograph		2016			"Bauer, Thomas K."			P					Book	EBook
Barrieren des Demografiemanagements ¸berwinden und Wandel erfolgreich gestalten : Barriereanalysetool									http://nbn-resolving.de/urn:nbn:de:bsz:14-qucosa-205231		870311417		fulltext		"Technische Universit‰t Dresden, Fakult‰t f¸r Wirtschaftswissenschaften, Professur f¸r BWL, insb. Organisation"	monograph		2016			"Geithner, Silke"			P					Book	EBook
Arbeitgeber-und Tr‰gerbefragung zur Verbreitung der betrieblichen Altersversorgung (BAV 2015) : Endbericht									http://www.bmas.de/SharedDocs/Downloads/DE/PDF-Publikationen/fb-475-bav-endbericht.pdf?__blob=publicationFile&v=2		875968554		fulltext			monograph		2016			"Riedmann, Arnold"			P					Book	EBook
DIVSI ‹60-Studie - die digitalen Lebenswelten der ¸ber 60-J‰hrigen in Deutschland									https://www.divsi.de/publikationen/studien/divsi-ue60-studie-die-digitalen-lebenswelten-der-ueber-60-jaehrigen-deutschland/		87917224X		fulltext		Deutsches Institut f¸r Vertrauen und Sicherheit im Internet	monograph		2016		1. Auflage	"Borgstedt, Silke"			P					Book	EBook
